"","section","publication","category","title","content"
"4639","news","New York Post","","news","news"
"4640","news","Washington Post","newspaper","law & politics","news"
"4641","news","Washington Post","newspaper","law & politics","law & politics"
"4642","news","New York Post","","news","news"
"4643","sports","Guardian","newspaper","news","news"
"4644","law & politics","Talking Points Memo","general","law & politics","law & politics"
"4645","science & tech","NPR","radio","science & tech","science & tech"
"4646","sports","Washington Post","newspaper","news","sports"
"4647","entertainment","NPR","radio","news","news"
"4648","law & politics","Talking Points Memo","general","news","law & politics"
"4649","law & politics","Washington Post","newspaper","law & politics","law & politics"
"4650","news","Guardian","newspaper","news","law & politics"
"4651","news","New York Post","","news","news"
"4652","law & politics","Talking Points Memo","general","law & politics","law & politics"
"4653","law & politics","National Review","","law & politics","law & politics"
"4654","health & lifestyle","Washington Post","newspaper","news","health & lifestyle"
"4655","law & politics","National Review","","health & lifestyle","law & politics"
"4656","law & politics","Talking Points Memo","general","law & politics","law & politics"
"4657","law & politics","Talking Points Memo","general","sports","news"
"4658","law & politics","National Review","","health & lifestyle","news"
"4659","news","Washington Post","newspaper","news","news"
"4660","news","Washington Post","newspaper","news","law & politics"
"4661","news","New York Post","","news","news"
"4662","sports","Guardian","newspaper","sports","news"
"4663","law & politics","Washington Post","newspaper","news","news"
"4664","law & politics","Talking Points Memo","general","law & politics","law & politics"
"4665","news","Guardian","newspaper","law & politics","news"
"4666","news","New York Post","","law & politics","news"
"4667","law & politics","National Review","","law & politics","law & politics"
"4668","entertainment","Guardian","newspaper","news","news"
"4669","law & politics","National Review","","culture","law & politics"
"4670","law & politics","Washington Post","newspaper","law & politics","news"
"4671","news","New York Post","","news","news"
"4672","news","NPR","radio","news","news"
"4673","law & politics","National Review","","law & politics","law & politics"
"4674","news","New York Post","","news","news"
"4675","news","New York Post","","news","law & politics"
"4676","law & politics","Washington Post","newspaper","law & politics","law & politics"
"4677","sports","Guardian","newspaper","news","news"
"4678","news","New York Post","","law & politics","news"
"4679","news","New York Post","","news","news"
"4680","sports","Guardian","newspaper","sports","news"
"4681","news","New York Post","","entertainment","news"
"4682","news","Washington Post","newspaper","news","news"
"4683","health & lifestyle","NPR","radio","law & politics","health & lifestyle"
"4684","news","Guardian","newspaper","news","news"
"4685","news","Washington Post","newspaper","health & lifestyle","news"
"4686","entertainment","Guardian","newspaper","news","news"
"4687","science & tech","Guardian","newspaper","news","news"
"4688","sports","Guardian","newspaper","news","news"
"4689","news","NPR","radio","law & politics","news"
"4690","news","New York Post","","news","news"
"4691","news","New York Post","","news","news"
"4692","news","New York Post","","news","news"
"4693","news","New York Post","","news","news"
"4694","law & politics","National Review","","law & politics","law & politics"
"4695","sports","Guardian","newspaper","news","sports"
"4696","news","New York Post","","news","health & lifestyle"
"4697","news","Washington Post","newspaper","news","law & politics"
"4698","law & politics","Talking Points Memo","general","law & politics","law & politics"
"4699","food","NPR","radio","news","news"
"4700","news","Washington Post","newspaper","news","news"
"4701","news","New York Post","","news","news"
"4702","culture","Guardian","newspaper","news","law & politics"
"4703","law & politics","Washington Post","newspaper","law & politics","news"
"4704","news","NPR","radio","news","law & politics"
"4705","news","Washington Post","newspaper","news","sports"
"4706","law & politics","National Review","","entertainment","law & politics"
"4707","news","New York Post","","law & politics","law & politics"
"4708","news","Washington Post","newspaper","law & politics","law & politics"
"4709","law & politics","Washington Post","newspaper","law & politics","law & politics"
"4710","news","New York Post","","news","news"
"4711","news","New York Post","","news","news"
"4712","law & politics","National Review","","news","news"
"4713","law & politics","National Review","","law & politics","law & politics"
"4714","law & politics","National Review","","law & politics","law & politics"
"4715","law & politics","National Review","","news","news"
"4716","news","Guardian","newspaper","news","law & politics"
"4717","entertainment","Guardian","newspaper","news","entertainment"
"4718","news","Washington Post","newspaper","news","law & politics"
"4719","law & politics","Washington Post","newspaper","law & politics","news"
"4720","law & politics","National Review","","law & politics","law & politics"
"4721","news","New York Post","","news","news"
"4722","law & politics","Washington Post","newspaper","news","law & politics"
"4723","law & politics","Fox News","broadcast","news","news"
"4724","news","New York Post","","health & lifestyle","law & politics"
"4725","news","NPR","radio","news","news"
"4726","law & politics","National Review","","news","law & politics"
"4727","news","New York Post","","news","law & politics"
"4728","news","Washington Post","newspaper","news","news"
"4729","news","Washington Post","newspaper","news","news"
"4730","entertainment","Guardian","newspaper","news","entertainment"
"4731","news","Washington Post","newspaper","law & politics","news"
"4732","news","Fox News","broadcast","news","news"
"4733","university & school","NPR","radio","news","news"
"4734","news","New York Post","","news","news"
"4735","science & tech","NPR","radio","news","news"
"4736","law & politics","Washington Post","newspaper","news","law & politics"
"4737","law & politics","Guardian","newspaper","law & politics","law & politics"
"4738","news","Guardian","newspaper","news","news"
"4739","news","Guardian","newspaper","news","news"
"4740","news","NPR","radio","news","news"
"4741","news","NPR","radio","news","news"
"4742","law & politics","National Review","","law & politics","law & politics"
"4743","health & lifestyle","NPR","radio","news","news"
"4744","health & lifestyle","NPR","radio","law & politics","health & lifestyle"
"4745","news","New York Post","","law & politics","news"
"4746","law & politics","Talking Points Memo","general","news","news"
"4747","health & lifestyle","Guardian","newspaper","news","news"
"4748","health & lifestyle","Washington Post","newspaper","entertainment","news"
"4749","news","Guardian","newspaper","law & politics","news"
"4750","news","Guardian","newspaper","news","news"
"4751","news","New York Post","","news","news"
"4752","news","New York Post","","news","news"
"4753","news","New York Post","","news","news"
"4754","news","Washington Post","newspaper","news","news"
"4755","food","NPR","radio","news","news"
"4756","health & lifestyle","Guardian","newspaper","news","news"
"4757","news","Guardian","newspaper","news","news"
"4758","news","Washington Post","newspaper","news","news"
"4759","news","Washington Post","newspaper","news","news"
"4760","news","New York Post","","news","news"
"4761","news","New York Post","","news","news"
"4762","news","NPR","radio","news","news"
"4763","news","New York Post","","news","news"
"4764","news","New York Post","","news","news"
"4765","law & politics","Washington Post","newspaper","law & politics","news"
"4766","news","Washington Post","newspaper","news","news"
"4767","food","NPR","radio","food","news"
"4768","news","NPR","radio","news","law & politics"
"4769","news","Washington Post","newspaper","news","news"
"4770","news","Guardian","newspaper","news","news"
"4771","science & tech","Guardian","newspaper","news","news"
"4772","news","Guardian","newspaper","law & politics","law & politics"
"4773","news","New York Post","","news","news"
"4774","news","New York Post","","news","news"
"4775","news","Washington Post","newspaper","news","news"
"4776","news","Talking Points Memo","general","law & politics","news"
"4777","law & politics","National Review","","law & politics","law & politics"
"4778","news","Washington Post","newspaper","news","news"
"4779","law & politics","Guardian","newspaper","news","news"
"4780","economy, business & jobs","Washington Post","newspaper","news","economy, business & jobs"
"4781","health & lifestyle","Washington Post","newspaper","law & politics","news"
"4782","news","Guardian","newspaper","law & politics","news"
"4783","news","New York Post","","news","news"
"4784","news","NPR","radio","news","news"
"4785","law & politics","Guardian","newspaper","law & politics","news"
"4786","law & politics","Washington Post","newspaper","law & politics","law & politics"
"4787","news","New York Post","","news","news"
"4788","news","New York Post","","news","news"
"4789","news","New York Post","","news","news"
"4790","news","NPR","radio","news","news"
"4791","news","New York Post","","news","news"
"4792","news","Guardian","newspaper","news","news"
"4793","law & politics","National Review","","law & politics","law & politics"
"4794","law & politics","Talking Points Memo","general","law & politics","law & politics"
"4795","law & politics","National Review","","news","law & politics"
"4796","entertainment","Guardian","newspaper","news","news"
"4797","entertainment","Guardian","newspaper","news","news"
"4798","entertainment","Guardian","newspaper","sports","entertainment"
"4799","law & politics","Talking Points Memo","general","law & politics","law & politics"
"4800","news","New York Post","","news","news"
"4801","law & politics","National Review","","law & politics","law & politics"
"4802","entertainment","Guardian","newspaper","news","entertainment"
"4803","news","New York Post","","law & politics","news"
"4804","news","NPR","radio","news","news"
"4805","news","Washington Post","newspaper","health & lifestyle","news"
"4806","news","Washington Post","newspaper","media","news"
"4807","news","NPR","radio","news","news"
"4808","law & politics","Washington Post","newspaper","news","news"
"4809","law & politics","Talking Points Memo","general","law & politics","law & politics"
"4810","news","Washington Post","newspaper","news","news"
"4811","law & politics","Guardian","newspaper","law & politics","law & politics"
"4812","news","NPR","radio","news","news"
"4813","science & tech","Guardian","newspaper","law & politics","news"
"4814","news","New York Post","","news","news"
"4815","health & lifestyle","Washington Post","newspaper","news","news"
"4816","news","New York Post","","law & politics","news"
"4817","news","New York Post","","news","news"
"4818","news","NPR","radio","news","news"
"4819","news","Washington Post","newspaper","news","news"
"4820","law & politics","Washington Post","newspaper","law & politics","news"
"4821","news","Talking Points Memo","general","news","news"
"4822","news","New York Post","","news","health & lifestyle"
"4823","law & politics","National Review","","news","law & politics"
"4824","law & politics","National Review","","law & politics","law & politics"
"4825","law & politics","Talking Points Memo","general","law & politics","law & politics"
"4826","news","New York Post","","news","news"
"4827","sports","Guardian","newspaper","news","news"
"4828","news","New York Post","","news","health & lifestyle"
"4829","news","New York Post","","news","news"
"4830","law & politics","Talking Points Memo","general","health & lifestyle","news"
"4831","news","Washington Post","newspaper","law & politics","law & politics"
"4832","law & politics","Talking Points Memo","general","law & politics","news"
"4833","law & politics","National Review","","news","law & politics"
"4834","news","New York Post","","news","news"
"4835","law & politics","Washington Post","newspaper","law & politics","law & politics"
"4836","news","New York Post","","news","news"
"4837","law & politics","Washington Post","newspaper","news","news"
"4838","law & politics","Talking Points Memo","general","law & politics","news"
"4839","news","New York Post","","news","law & politics"
"4840","news","New York Post","","news","news"
"4841","news","New York Post","","news","news"
"4842","health & lifestyle","NPR","radio","health & lifestyle","law & politics"
"4843","news","Washington Post","newspaper","news","law & politics"
"4844","law & politics","Washington Post","newspaper","law & politics","law & politics"
"4845","news","New York Post","","news","news"
"4846","news","NPR","radio","news","news"
"4847","law & politics","Guardian","newspaper","news","news"
"4848","news","New York Post","","news","news"
"4849","news","Talking Points Memo","general","law & politics","law & politics"
"4850","news","NPR","radio","news","news"
"4851","economy, business & jobs","Guardian","newspaper","news","economy, business & jobs"
"4852","news","NPR","radio","news","news"
"4853","news","Guardian","newspaper","news","news"
"4854","entertainment","Washington Post","newspaper","law & politics","law & politics"
"4855","law & politics","Talking Points Memo","general","university & school","law & politics"
"4856","law & politics","Talking Points Memo","general","science & tech","law & politics"
"4857","news","Washington Post","newspaper","news","news"
"4858","news","Washington Post","newspaper","news","news"
"4859","science & tech","Guardian","newspaper","news","law & politics"
"4860","law & politics","Washington Post","newspaper","news","law & politics"
"4861","law & politics","Talking Points Memo","general","law & politics","law & politics"
"4862","news","Talking Points Memo","general","law & politics","law & politics"
"4863","law & politics","National Review","","law & politics","law & politics"
"4864","law & politics","Washington Post","newspaper","law & politics","law & politics"
"4865","news","Washington Post","newspaper","news","news"
"4866","culture","Guardian","newspaper","news","news"
"4867","law & politics","Washington Post","newspaper","news","law & politics"
"4868","entertainment","NPR","radio","health & lifestyle","entertainment"
"4869","news","NPR","radio","law & politics","law & politics"
"4870","law & politics","National Review","","news","law & politics"
"4871","news","Talking Points Memo","general","law & politics","law & politics"
"4872","news","NPR","radio","news","health & lifestyle"
"4873","law & politics","Talking Points Memo","general","culture","law & politics"
"4874","news","New York Post","","news","news"
"4875","news","Guardian","newspaper","news","news"
"4876","health & lifestyle","NPR","radio","news","health & lifestyle"
"4877","sports","Washington Post","newspaper","news","sports"
"4878","law & politics","Washington Post","newspaper","law & politics","law & politics"
"4879","health & lifestyle","NPR","radio","news","news"
"4880","news","New York Post","","news","news"
"4881","economy, business & jobs","Guardian","newspaper","news","news"
"4882","news","NPR","radio","news","news"
"4883","law & politics","National Review","","law & politics","law & politics"
"4884","law & politics","Fox News","broadcast","law & politics","law & politics"
"4885","news","Guardian","newspaper","news","news"
"4886","law & politics","Talking Points Memo","general","news","entertainment"
"4887","health & lifestyle","NPR","radio","news","news"
"4888","law & politics","National Review","","law & politics","law & politics"
"4889","law & politics","Talking Points Memo","general","law & politics","law & politics"
"4890","news","New York Post","","news","news"
"4891","law & politics","National Review","","news","law & politics"
"4892","law & politics","National Review","","entertainment","law & politics"
"4893","entertainment","NPR","radio","news","news"
"4894","sports","Guardian","newspaper","sports","sports"
"4895","news","New York Post","","news","law & politics"
"4896","news","New York Post","","news","news"
"4897","law & politics","National Review","","science & tech","news"
"4898","news","New York Post","","news","news"
"4899","news","Washington Post","newspaper","news","news"
"4900","law & politics","Guardian","newspaper","law & politics","news"
"4901","news","New York Post","","news","news"
"4902","law & politics","Talking Points Memo","general","law & politics","law & politics"
"4903","law & politics","Talking Points Memo","general","law & politics","law & politics"
"4904","news","New York Post","","law & politics","law & politics"
"4905","news","Guardian","newspaper","news","news"
"4906","law & politics","Washington Post","newspaper","food","law & politics"
"4907","law & politics","National Review","","news","law & politics"
"4908","news","New York Post","","news","news"
"4909","university & school","NPR","radio","news","news"
"4910","entertainment","Guardian","newspaper","news","news"
"4911","news","New York Post","","law & politics","news"
"4912","news","New York Post","","news","news"
"4913","media","Guardian","newspaper","law & politics","law & politics"
"4914","news","New York Post","","health & lifestyle","news"
"4915","news","New York Post","","news","news"
"4916","law & politics","National Review","","news","law & politics"
"4917","news","Washington Post","newspaper","news","news"
"4918","law & politics","Guardian","newspaper","news","news"
"4919","news","New York Post","","law & politics","law & politics"
"4920","news","Washington Post","newspaper","news","law & politics"
"4921","law & politics","National Review","","news","news"
"4922","news","Buzzfeed News","general","law & politics","news"
"4923","law & politics","Washington Post","newspaper","law & politics","news"
"4924","law & politics","Washington Post","newspaper","law & politics","law & politics"
"4925","law & politics","Talking Points Memo","general","news","law & politics"
"4926","food","NPR","radio","news","news"
"4927","news","Washington Post","newspaper","news","news"
"4928","sports","Guardian","newspaper","sports","news"
"4929","news","New York Post","","news","news"
"4930","news","New York Post","","news","news"
"4931","news","Washington Post","newspaper","law & politics","news"
"4932","law & politics","Guardian","newspaper","law & politics","law & politics"
"4933","news","New York Post","","news","news"
"4934","news","New York Post","","entertainment","news"
"4935","law & politics","Guardian","newspaper","news","law & politics"
"4936","news","NPR","radio","news","news"
"4937","news","New York Post","","news","news"
"4938","news","Washington Post","newspaper","law & politics","news"
"4939","sports","Guardian","newspaper","sports","news"
"4940","news","New York Post","","news","news"
"4941","law & politics","Washington Post","newspaper","news","law & politics"
"4942","news","New York Post","","news","news"
"4943","law & politics","National Review","","law & politics","law & politics"
"4944","news","New York Post","","news","news"
"4945","entertainment","Guardian","newspaper","books","news"
"4946","news","Washington Post","newspaper","news","news"
"4947","health & lifestyle","Guardian","newspaper","law & politics","news"
"4948","news","Guardian","newspaper","news","news"
"4949","news","Guardian","newspaper","news","news"
"4950","news","New York Post","","news","news"
"4951","news","Guardian","newspaper","law & politics","law & politics"
"4952","news","New York Post","","news","news"
"4953","law & politics","Guardian","newspaper","law & politics","law & politics"
"4954","news","New York Post","","news","news"
"4955","news","New York Post","","news","news"
"4956","law & politics","Washington Post","newspaper","news","law & politics"
"4957","news","Washington Post","newspaper","news","news"
"4958","entertainment","Guardian","newspaper","law & politics","law & politics"
"4959","law & politics","National Review","","law & politics","law & politics"
"4960","news","New York Post","","news","news"
"4961","law & politics","Talking Points Memo","general","news","law & politics"
"4962","news","New York Post","","news","news"
"4963","law & politics","Talking Points Memo","general","law & politics","law & politics"
"4964","news","New York Post","","news","news"
"4965","news","NPR","radio","news","news"
"4966","law & politics","Washington Post","newspaper","law & politics","news"
"4967","news","New York Post","","news","entertainment"
"4968","law & politics","National Review","","law & politics","law & politics"
"4969","news","New York Post","","news","news"
"4970","law & politics","National Review","","law & politics","news"
"4971","news","New York Post","","news","news"
"4972","news","Washington Post","newspaper","news","sports"
"4973","food","NPR","radio","news","news"
"4974","law & politics","National Review","","law & politics","law & politics"
"4975","law & politics","National Review","","news","law & politics"
"4976","news","New York Post","","news","news"
"4977","news","New York Post","","sports","sports"
"4978","news","Washington Post","newspaper","news","news"
"4979","news","Guardian","newspaper","news","news"
"4980","news","Guardian","newspaper","news","news"
"4981","news","New York Post","","news","news"
"4982","news","Guardian","newspaper","law & politics","news"
"4983","news","Washington Post","newspaper","news","news"
"4984","news","Guardian","newspaper","law & politics","law & politics"
"4985","news","NPR","radio","entertainment","entertainment"
"4986","law & politics","Washington Post","newspaper","news","news"
"4987","news","Washington Post","newspaper","news","news"
"4988","food","NPR","radio","news","news"
"4989","law & politics","Talking Points Memo","general","law & politics","health & lifestyle"
"4990","news","New York Post","","news","news"
"4991","law & politics","National Review","","law & politics","news"
"4992","news","Washington Post","newspaper","news","news"
"4993","law & politics","National Review","","news","law & politics"
"4994","law & politics","National Review","","law & politics","law & politics"
"4995","news","New York Post","","news","news"
"4996","news","Washington Post","newspaper","news","news"
"4997","sports","Guardian","newspaper","news","sports"
"4998","law & politics","Fox News","broadcast","news","law & politics"
"4999","entertainment","NPR","radio","entertainment","entertainment"
"5000","news","Washington Post","newspaper","news","news"
"5001","news","New York Post","","news","news"
"5002","science & tech","Fox News","broadcast","news","news"
"5003","news","New York Post","","law & politics","law & politics"
"5004","health & lifestyle","NPR","radio","news","news"
"5005","entertainment","NPR","radio","law & politics","entertainment"
"5006","news","Fox News","broadcast","news","news"
"5007","news","Washington Post","newspaper","law & politics","news"
"5008","news","New York Post","","news","news"
"5009","law & politics","National Review","","law & politics","law & politics"
"5010","law & politics","Guardian","newspaper","law & politics","news"
"5011","law & politics","Guardian","newspaper","law & politics","law & politics"
"5012","law & politics","Washington Post","newspaper","law & politics","news"
"5013","news","NPR","radio","news","news"
"5014","law & politics","Talking Points Memo","general","law & politics","law & politics"
"5015","news","New York Post","","news","news"
"5016","news","Washington Post","newspaper","law & politics","law & politics"
"5017","news","Washington Post","newspaper","law & politics","news"
"5018","news","Washington Post","newspaper","news","news"
"5019","science & tech","Guardian","newspaper","news","news"
"5020","news","New York Post","","news","news"
"5021","news","New York Post","","news","news"
"5022","news","New York Post","","news","news"
"5023","health & lifestyle","NPR","radio","law & politics","news"
"5024","university & school","NPR","radio","law & politics","news"
"5025","news","Guardian","newspaper","law & politics","news"
"5026","news","New York Post","","news","news"
"5027","news","New York Post","","news","news"
"5028","crime","Washington Post","newspaper","news","news"
"5029","news","New York Post","","news","news"
"5030","news","New York Post","","news","news"
"5031","law & politics","Talking Points Memo","general","news","law & politics"
"5032","sports","Guardian","newspaper","law & politics","sports"
"5033","health & lifestyle","Guardian","newspaper","news","news"
"5034","news","Washington Post","newspaper","news","law & politics"
"5035","entertainment","NPR","radio","news","news"
"5036","law & politics","Talking Points Memo","general","law & politics","law & politics"
"5037","news","New York Post","","news","news"
"5038","news","New York Post","","news","news"
"5039","law & politics","Guardian","newspaper","news","health & lifestyle"
"5040","food","NPR","radio","news","news"
"5041","law & politics","Washington Post","newspaper","law & politics","law & politics"
"5042","news","Guardian","newspaper","news","news"
"5043","news","New York Post","","law & politics","law & politics"
"5044","law & politics","National Review","","law & politics","law & politics"
"5045","law & politics","National Review","","news","news"
"5046","sports","Guardian","newspaper","news","news"
"5047","law & politics","Washington Post","newspaper","news","news"
"5048","news","Guardian","newspaper","news","entertainment"
"5049","entertainment","Guardian","newspaper","news","news"
"5050","law & politics","Talking Points Memo","general","law & politics","law & politics"
"5051","law & politics","Fox News","broadcast","news","law & politics"
"5052","news","Washington Post","newspaper","law & politics","news"
"5053","law & politics","Talking Points Memo","general","law & politics","law & politics"
"5054","news","New York Post","","entertainment","news"
"5055","news","NPR","radio","news","law & politics"
"5056","law & politics","Talking Points Memo","general","law & politics","law & politics"
"5057","law & politics","Guardian","newspaper","health & lifestyle","news"
"5058","law & politics","National Review","","news","news"
"5059","news","New York Post","","news","news"
"5060","culture","Guardian","newspaper","news","news"
"5061","news","NPR","radio","news","news"
"5062","health & lifestyle","NPR","radio","news","news"
"5063","health & lifestyle","NPR","radio","news","news"
"5064","news","Washington Post","newspaper","news","news"
"5065","law & politics","Washington Post","newspaper","news","law & politics"
"5066","health & lifestyle","NPR","radio","news","news"
"5067","news","New York Post","","law & politics","law & politics"
"5068","news","Washington Post","newspaper","news","news"
"5069","news","Guardian","newspaper","news","news"
"5070","news","NPR","radio","news","news"
"5071","news","New York Post","","news","news"
"5072","law & politics","National Review","","entertainment","news"
"5073","law & politics","Talking Points Memo","general","law & politics","news"
"5074","law & politics","Talking Points Memo","general","law & politics","news"
"5075","news","New York Post","","news","news"
"5076","law & politics","Fox News","broadcast","law & politics","law & politics"
"5077","law & politics","Talking Points Memo","general","law & politics","law & politics"
"5078","health & lifestyle","NPR","radio","news","news"
"5079","entertainment","Guardian","newspaper","entertainment","news"
"5080","news","Washington Post","newspaper","news","news"
"5081","news","New York Post","","news","news"
"5082","law & politics","Talking Points Memo","general","news","news"
"5083","law & politics","NPR","radio","news","news"
"5084","news","NPR","radio","news","news"
"5085","law & politics","Washington Post","newspaper","news","news"
"5086","health & lifestyle","NPR","radio","law & politics","law & politics"
"5087","law & politics","Washington Post","newspaper","law & politics","law & politics"
"5088","news","Fox News","broadcast","law & politics","law & politics"
"5089","news","New York Post","","news","law & politics"
"5090","news","New York Post","","news","news"
"5091","news","New York Post","","news","news"
"5092","law & politics","National Review","","law & politics","law & politics"
"5093","science & tech","NPR","radio","news","news"
"5094","news","Washington Post","newspaper","news","news"
"5095","news","New York Post","","news","news"
"5096","health & lifestyle","Washington Post","newspaper","news","news"
"5097","science & tech","Guardian","newspaper","news","news"
"5098","law & politics","Washington Post","newspaper","law & politics","law & politics"
"5099","LGBT","Buzzfeed News","general","news","news"
"5100","news","New York Post","","news","news"
"5101","news","New York Post","","news","news"
"5102","news","NPR","radio","news","news"
"5103","law & politics","Talking Points Memo","general","law & politics","news"
"5104","news","New York Post","","news","news"
"5105","news","New York Post","","news","news"
"5106","news","New York Post","","news","news"
"5107","news","New York Post","","news","news"
"5108","news","NPR","radio","news","news"
"5109","culture","Guardian","newspaper","news","news"
"5110","news","Guardian","newspaper","news","news"
"5111","law & politics","National Review","","law & politics","news"
"5112","law & politics","National Review","","news","law & politics"
"5113","news","Guardian","newspaper","news","news"
"5114","news","Guardian","newspaper","law & politics","news"
"5115","law & politics","Talking Points Memo","general","news","law & politics"
"5116","news","NPR","radio","news","law & politics"
"5117","law & politics","National Review","","news","law & politics"
"5118","news","Washington Post","newspaper","law & politics","news"
"5119","culture","Guardian","newspaper","news","news"
"5120","law & politics","National Review","","law & politics","law & politics"
"5121","economy, business & jobs","Guardian","newspaper","news","news"
"5122","law & politics","National Review","","entertainment","news"
"5123","news","NPR","radio","news","news"
"5124","law & politics","Washington Post","newspaper","law & politics","law & politics"
"5125","news","NPR","radio","news","news"
"5126","law & politics","Washington Post","newspaper","news","news"
"5127","law & politics","National Review","","law & politics","law & politics"
"5128","entertainment","Washington Post","newspaper","news","news"
"5129","law & politics","National Review","","news","law & politics"
"5130","news","New York Post","","news","news"
"5131","law & politics","Guardian","newspaper","news","law & politics"
"5132","science & tech","Guardian","newspaper","news","law & politics"
"5133","news","Guardian","newspaper","law & politics","law & politics"
"5134","sports","Guardian","newspaper","news","news"
"5135","law & politics","Talking Points Memo","general","law & politics","law & politics"
"5136","sports","Fox News","broadcast","news","news"
"5137","news","NPR","radio","news","news"
"5138","health & lifestyle","Fox News","broadcast","news","news"
"5139","science & tech","Guardian","newspaper","entertainment","news"
"5140","news","Washington Post","newspaper","news","news"
"5141","news","Guardian","newspaper","news","news"
"5142","news","New York Post","","entertainment","entertainment"
"5143","news","NPR","radio","news","news"
"5144","news","Washington Post","newspaper","law & politics","news"
"5145","news","New York Post","","news","news"
"5146","news","New York Post","","news","news"
"5147","news","New York Post","","news","news"
"5148","news","Guardian","newspaper","news","news"
"5149","news","NPR","radio","news","news"
"5150","news","New York Post","","news","news"
"5151","news","New York Post","","news","news"
"5152","news","New York Post","","law & politics","news"
"5153","culture","Guardian","newspaper","news","news"
"5154","law & politics","Guardian","newspaper","news","news"
"5155","news","Buzzfeed News","general","news","news"
"5156","news","New York Post","","law & politics","news"
"5157","news","New York Post","","law & politics","news"
"5158","law & politics","National Review","","news","law & politics"
"5159","news","Guardian","newspaper","news","news"
"5160","news","Washington Post","newspaper","law & politics","news"
"5161","news","New York Post","","news","news"
"5162","law & politics","National Review","","law & politics","law & politics"
"5163","news","Washington Post","newspaper","news","news"
"5164","news","NPR","radio","news","news"
"5165","law & politics","Fox News","broadcast","law & politics","news"
"5166","health & lifestyle","NPR","radio","news","health & lifestyle"
"5167","news","Fox News","broadcast","news","news"
"5168","entertainment","Guardian","newspaper","news","news"
"5169","law & politics","Washington Post","newspaper","health & lifestyle","law & politics"
"5170","news","Guardian","newspaper","news","news"
"5171","health & lifestyle","Washington Post","newspaper","law & politics","news"
"5172","law & politics","National Review","","news","news"
"5173","news","New York Post","","news","law & politics"
"5174","entertainment","NPR","radio","law & politics","entertainment"
"5175","news","NPR","radio","news","news"
"5176","news","NPR","radio","news","news"
"5177","law & politics","National Review","","news","law & politics"
"5178","news","New York Post","","news","news"
"5179","news","New York Post","","news","news"
"5180","news","Washington Post","newspaper","news","news"
"5181","law & politics","Washington Post","newspaper","law & politics","law & politics"
"5182","news","NPR","radio","news","entertainment"
"5183","news","New York Post","","news","news"
"5184","law & politics","National Review","","news","law & politics"
"5185","law & politics","National Review","","law & politics","law & politics"
"5186","law & politics","National Review","","law & politics","law & politics"
"5187","books","Guardian","newspaper","law & politics","news"
"5188","news","New York Post","","law & politics","law & politics"
"5189","law & politics","National Review","","law & politics","law & politics"
"5190","news","New York Post","","news","law & politics"
"5191","law & politics","Fox News","broadcast","law & politics","law & politics"
"5192","law & politics","National Review","","law & politics","law & politics"
"5193","law & politics","Talking Points Memo","general","news","news"
"5194","health & lifestyle","NPR","radio","news","news"
"5195","science & tech","Guardian","newspaper","news","news"
"5196","news","New York Post","","news","news"
"5197","news","Washington Post","newspaper","news","news"
"5198","law & politics","NPR","radio","news","news"
"5199","news","Guardian","newspaper","news","news"
"5200","news","New York Post","","news","news"
"5201","news","Washington Post","newspaper","news","law & politics"
"5202","health & lifestyle","NPR","radio","news","news"
"5203","health & lifestyle","NPR","radio","health & lifestyle","health & lifestyle"
"5204","news","New York Post","","news","law & politics"
"5205","travel","Guardian","newspaper","news","news"
"5206","news","Guardian","newspaper","news","news"
"5207","news","New York Post","","news","entertainment"
"5208","news","New York Post","","news","news"
"5209","news","Washington Post","newspaper","law & politics","news"
"5210","news","New York Post","","news","news"
"5211","law & politics","Talking Points Memo","general","law & politics","law & politics"
"5212","food","NPR","radio","news","news"
"5213","news","Guardian","newspaper","news","law & politics"
"5214","news","New York Post","","news","news"
"5215","law & politics","Talking Points Memo","general","law & politics","law & politics"
"5216","sports","Guardian","newspaper","law & politics","news"
"5217","health & lifestyle","NPR","radio","news","news"
"5218","news","New York Post","","news","news"
"5219","news","Guardian","newspaper","news","news"
"5220","news","Washington Post","newspaper","law & politics","news"
"5221","news","Washington Post","newspaper","law & politics","news"
"5222","law & politics","Washington Post","newspaper","news","news"
"5223","news","New York Post","","news","food"
"5224","law & politics","National Review","","law & politics","law & politics"
"5225","news","Fox News","broadcast","news","news"
"5226","news","New York Post","","news","news"
"5227","news","New York Post","","news","news"
"5228","news","New York Post","","news","news"
"5229","news","New York Post","","news","law & politics"
"5230","law & politics","Talking Points Memo","general","law & politics","law & politics"
"5231","law & politics","Washington Post","newspaper","news","law & politics"
"5232","news","Talking Points Memo","general","news","news"
"5233","news","New York Post","","food","news"
"5234","law & politics","Washington Post","newspaper","news","news"
"5235","news","New York Post","","news","news"
"5236","news","New York Post","","news","news"
"5237","news","NPR","radio","news","law & politics"
"5238","news","New York Post","","news","news"
"5239","news","NPR","radio","law & politics","news"
"5240","news","New York Post","","news","news"
"5241","news","Washington Post","newspaper","news","news"
"5242","law & politics","National Review","","news","news"
"5243","law & politics","Washington Post","newspaper","law & politics","law & politics"
"5244","sports","Guardian","newspaper","sports","sports"
"5245","food","NPR","radio","news","health & lifestyle"
"5246","news","Washington Post","newspaper","news","news"
"5247","law & politics","Washington Post","newspaper","news","law & politics"
"5248","news","Talking Points Memo","general","news","news"
