"","section","publication","category","title","content"
"10129","entertainment","NPR","radio","entertainment","entertainment"
"10130","law & politics","National Review",NA,"law & politics","law & politics"
"10131","law & politics","Fox News","broadcast","law & politics","news"
"10132","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10133","news","New York Post",NA,"law & politics","news"
"10134","science & tech","NPR","radio","news","news"
"10135","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10136","news","New York Post",NA,"news","law & politics"
"10137","law & politics","National Review",NA,"law & politics","law & politics"
"10138","news","New York Post",NA,"law & politics","news"
"10139","news","Washington Post","newspaper","news","news"
"10140","news","New York Post",NA,"law & politics","law & politics"
"10141","news","New York Post",NA,"news","news"
"10142","news","New York Post",NA,"news","news"
"10143","news","New York Post",NA,"news","news"
"10144","law & politics","National Review",NA,"news","law & politics"
"10145","news","NPR","radio","news","news"
"10146","entertainment","Guardian","newspaper","news","news"
"10147","health & lifestyle","NPR","radio","health & lifestyle","news"
"10148","news","Guardian","newspaper","news","law & politics"
"10149","news","New York Post",NA,"news","news"
"10150","news","Fox News","broadcast","news","news"
"10151","news","NPR","radio","news","news"
"10152","news","New York Post",NA,"news","news"
"10153","news","Washington Post","newspaper","news","news"
"10154","law & politics","National Review",NA,"law & politics","law & politics"
"10155","news","New York Post",NA,"news","news"
"10156","news","Fox News","broadcast","news","news"
"10157","law & politics","National Review",NA,"law & politics","law & politics"
"10158","news","Washington Post","newspaper","news","news"
"10159","news","NPR","radio","news","news"
"10160","news","Washington Post","newspaper","law & politics","law & politics"
"10161","sports","Guardian","newspaper","news","sports"
"10162","science & tech","NPR","radio","law & politics","law & politics"
"10163","news","NPR","radio","news","news"
"10164","news","New York Post",NA,"news","news"
"10165","news","New York Post",NA,"news","news"
"10166","law & politics","National Review",NA,"law & politics","law & politics"
"10167","entertainment","NPR","radio","entertainment","entertainment"
"10168","sports","Guardian","newspaper","sports","sports"
"10169","health & lifestyle","NPR","radio","news","health & lifestyle"
"10170","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10171","entertainment","Guardian","newspaper","entertainment","entertainment"
"10172","news","New York Post",NA,"news","news"
"10173","law & politics","Fox News","broadcast","law & politics","law & politics"
"10174","law & politics","Guardian","newspaper","law & politics","law & politics"
"10175","news","Guardian","newspaper","news","news"
"10176","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10177","news","NPR","radio","news","news"
"10178","law & politics","Washington Post","newspaper","law & politics","law & politics"
"10179","news","Washington Post","newspaper","news","news"
"10180","law & politics","Guardian","newspaper","law & politics","law & politics"
"10181","news","New York Post",NA,"news","news"
"10182","news","NPR","radio","news","news"
"10183","news","Washington Post","newspaper","news","news"
"10184","news","New York Post",NA,"news","news"
"10185","news","New York Post",NA,"news","news"
"10186","news","New York Post",NA,"law & politics","law & politics"
"10187","news","Washington Post","newspaper","news","news"
"10188","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10189","news","New York Post",NA,"news","news"
"10190","economy, business & jobs","Buzzfeed News","general","news","economy, business & jobs"
"10191","news","New York Post",NA,"news","news"
"10192","news","Washington Post","newspaper","news","news"
"10193","news","New York Post",NA,"news","news"
"10194","news","Washington Post","newspaper","news","news"
"10195","entertainment","Guardian","newspaper","entertainment","entertainment"
"10196","news","New York Post",NA,"news","news"
"10197","news","New York Post",NA,"news","law & politics"
"10198","news","Washington Post","newspaper","law & politics","news"
"10199","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10200","news","New York Post",NA,"news","news"
"10201","news","NPR","radio","news","news"
"10202","news","New York Post",NA,"news","news"
"10203","news","New York Post",NA,"law & politics","news"
"10204","news","NPR","radio","news","news"
"10205","news","New York Post",NA,"law & politics","news"
"10206","news","New York Post",NA,"news","news"
"10207","law & politics","Washington Post","newspaper","law & politics","law & politics"
"10208","sports","Guardian","newspaper","sports","news"
"10209","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10210","news","New York Post",NA,"news","news"
"10211","news","New York Post",NA,"news","news"
"10212","news","Talking Points Memo","general","news","news"
"10213","news","NPR","radio","news","news"
"10214","news","New York Post",NA,"news","news"
"10215","university & school","NPR","radio","news","news"
"10216","health & lifestyle","NPR","radio","news","health & lifestyle"
"10217","news","Washington Post","newspaper","news","news"
"10218","news","New York Post",NA,"news","news"
"10219","law & politics","Washington Post","newspaper","law & politics","law & politics"
"10220","law & politics","Talking Points Memo","general","news","law & politics"
"10221","law & politics","Washington Post","newspaper","law & politics","law & politics"
"10222","university & school","NPR","radio","news","university & school"
"10223","news","New York Post",NA,"news","news"
"10224","news","Washington Post","newspaper","news","news"
"10225","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10226","news","New York Post",NA,"news","news"
"10227","news","Washington Post","newspaper","news","news"
"10228","news","NPR","radio","news","news"
"10229","news","Washington Post","newspaper","news","news"
"10230","news","Washington Post","newspaper","law & politics","law & politics"
"10231","books","Guardian","newspaper","books","news"
"10232","law & politics","National Review",NA,"law & politics","law & politics"
"10233","news","Washington Post","newspaper","news","news"
"10234","news","New York Post",NA,"news","news"
"10235","health & lifestyle","Washington Post","newspaper","news","law & politics"
"10236","law & politics","National Review",NA,"news","news"
"10237","law & politics","National Review",NA,"university & school","law & politics"
"10238","news","Washington Post","newspaper","news","news"
"10239","news","Talking Points Memo","general","news","news"
"10240","law & politics","Guardian","newspaper","law & politics","law & politics"
"10241","culture","Guardian","newspaper","news","health & lifestyle"
"10242","law & politics","Guardian","newspaper","law & politics","law & politics"
"10243","news","Washington Post","newspaper","news","news"
"10244","health & lifestyle","Washington Post","newspaper","news","news"
"10245","news","Washington Post","newspaper","news","news"
"10246","law & politics","Talking Points Memo","general","news","law & politics"
"10247","news","New York Post",NA,"news","news"
"10248","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10249","news","New York Post",NA,"law & politics","news"
"10250","sports","Guardian","newspaper","sports","sports"
"10251","sports","Washington Post","newspaper","news","news"
"10252","crime","Washington Post","newspaper","news","crime"
"10253","news","New York Post",NA,"law & politics","news"
"10254","art & fashion","Guardian","newspaper","science & tech","news"
"10255","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10256","news","NPR","radio","news","law & politics"
"10257","travel","Guardian","newspaper","news","travel"
"10258","entertainment","Guardian","newspaper","news","entertainment"
"10259","news","NPR","radio","news","news"
"10260","news","Talking Points Memo","general","news","law & politics"
"10261","news","Washington Post","newspaper","news","news"
"10262","news","Talking Points Memo","general","news","news"
"10263","news","New York Post",NA,"news","news"
"10264","health & lifestyle","Washington Post","newspaper","news","health & lifestyle"
"10265","news","New York Post",NA,"news","news"
"10266","news","Washington Post","newspaper","news","news"
"10267","news","New York Post",NA,"news","news"
"10268","news","New York Post",NA,"news","news"
"10269","news","Washington Post","newspaper","news","news"
"10270","news","New York Post",NA,"news","news"
"10271","news","New York Post",NA,"news","law & politics"
"10272","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10273","law & politics","Talking Points Memo","general","news","law & politics"
"10274","news","Washington Post","newspaper","news","news"
"10275","law & politics","National Review",NA,"law & politics","law & politics"
"10276","news","New York Post",NA,"news","news"
"10277","news","Washington Post","newspaper","news","news"
"10278","health & lifestyle","NPR","radio","health & lifestyle","news"
"10279","news","New York Post",NA,"news","news"
"10280","entertainment","NPR","radio","entertainment","entertainment"
"10281","news","NPR","radio","law & politics","law & politics"
"10282","news","New York Post",NA,"news","news"
"10283","news","Washington Post","newspaper","law & politics","law & politics"
"10284","law & politics","Washington Post","newspaper","news","law & politics"
"10285","news","Washington Post","newspaper","news","news"
"10286","news","New York Post",NA,"news","news"
"10287","law & politics","Fox News","broadcast","law & politics","law & politics"
"10288","news","Washington Post","newspaper","news","news"
"10289","news","New York Post",NA,"news","news"
"10290","news","Buzzfeed News","general","news","news"
"10291","news","New York Post",NA,"news","news"
"10292","law & politics","Talking Points Memo","general","news","law & politics"
"10293","news","Guardian","newspaper","news","news"
"10294","science & tech","NPR","radio","news","news"
"10295","food","NPR","radio","food","news"
"10296","news","Washington Post","newspaper","news","law & politics"
"10297","news","New York Post",NA,"news","law & politics"
"10298","news","New York Post",NA,"news","news"
"10299","food","NPR","radio","news","news"
"10300","news","NPR","radio","news","news"
"10301","travel","Guardian","newspaper","news","news"
"10302","news","New York Post",NA,"law & politics","law & politics"
"10303","food","NPR","radio","news","food"
"10304","science & tech","NPR","radio","science & tech","news"
"10305","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10306","news","New York Post",NA,"news","news"
"10307","news","New York Post",NA,"news","news"
"10308","news","Talking Points Memo","general","news","news"
"10309","law & politics","Washington Post","newspaper","law & politics","news"
"10310","news","Washington Post","newspaper","news","news"
"10311","law & politics","National Review",NA,"law & politics","law & politics"
"10312","news","New York Post",NA,"news","law & politics"
"10313","news","New York Post",NA,"news","news"
"10314","law & politics","Guardian","newspaper","law & politics","law & politics"
"10315","sports","Guardian","newspaper","news","news"
"10316","news","New York Post",NA,"news","news"
"10317","news","Fox News","broadcast","news","news"
"10318","news","Guardian","newspaper","news","news"
"10319","news","New York Post",NA,"news","news"
"10320","travel","Guardian","newspaper","news","travel"
"10321","news","NPR","radio","news","law & politics"
"10322","law & politics","Talking Points Memo","general","health & lifestyle","law & politics"
"10323","news","New York Post",NA,"news","news"
"10324","news","Guardian","newspaper","news","news"
"10325","news","Washington Post","newspaper","news","law & politics"
"10326","news","New York Post",NA,"news","news"
"10327","food","NPR","radio","news","food"
"10328","news","NPR","radio","news","news"
"10329","news","New York Post",NA,"news","news"
"10330","law & politics","National Review",NA,"law & politics","law & politics"
"10331","news","New York Post",NA,"news","news"
"10332","news","New York Post",NA,"news","news"
"10333","news","Washington Post","newspaper","news","news"
"10334","news","New York Post",NA,"news","news"
"10335","news","NPR","radio","news","news"
"10336","news","Guardian","newspaper","news","news"
"10337","news","New York Post",NA,"news","news"
"10338","news","Washington Post","newspaper","law & politics","law & politics"
"10339","sports","Guardian","newspaper","news","news"
"10340","news","New York Post",NA,"news","news"
"10341","news","New York Post",NA,"news","news"
"10342","news","New York Post",NA,"law & politics","news"
"10343","law & politics","Talking Points Memo","general","news","news"
"10344","news","New York Post",NA,"news","news"
"10345","news","New York Post",NA,"news","news"
"10346","news","New York Post",NA,"news","news"
"10347","news","NPR","radio","news","news"
"10348","media","Guardian","newspaper","law & politics","news"
"10349","law & politics","Washington Post","newspaper","news","law & politics"
"10350","news","New York Post",NA,"news","news"
"10351","news","New York Post",NA,"news","news"
"10352","law & politics","National Review",NA,"law & politics","law & politics"
"10353","food","NPR","radio","news","news"
"10354","news","New York Post",NA,"news","news"
"10355","sports","Guardian","newspaper","sports","sports"
"10356","LGBT","Buzzfeed News","general","LGBT","LGBT"
"10357","news","Washington Post","newspaper","law & politics","law & politics"
"10358","news","New York Post",NA,"news","news"
"10359","law & politics","National Review",NA,"law & politics","news"
"10360","health & lifestyle","NPR","radio","health & lifestyle","health & lifestyle"
"10361","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10362","news","Washington Post","newspaper","law & politics","law & politics"
"10363","news","Guardian","newspaper","news","news"
"10364","law & politics","National Review",NA,"law & politics","law & politics"
"10365","news","New York Post",NA,"news","news"
"10366","sports","Guardian","newspaper","news","news"
"10367","news","New York Post",NA,"law & politics","news"
"10368","health & lifestyle","NPR","radio","news","health & lifestyle"
"10369","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10370","news","New York Post",NA,"law & politics","news"
"10371","news","New York Post",NA,"news","law & politics"
"10372","science & tech","NPR","radio","news","science & tech"
"10373","news","New York Post",NA,"news","news"
"10374","news","NPR","radio","food","news"
"10375","news","NPR","radio","news","news"
"10376","entertainment","Guardian","newspaper","news","news"
"10377","news","NPR","radio","news","news"
"10378","law & politics","Guardian","newspaper","law & politics","news"
"10379","law & politics","National Review",NA,"law & politics","law & politics"
"10380","news","New York Post",NA,"news","news"
"10381","science & tech","Guardian","newspaper","news","science & tech"
"10382","news","NPR","radio","news","news"
"10383","food","NPR","radio","news","news"
"10384","health & lifestyle","NPR","radio","health & lifestyle","health & lifestyle"
"10385","news","Washington Post","newspaper","news","news"
"10386","health & lifestyle","Washington Post","newspaper","news","health & lifestyle"
"10387","law & politics","Talking Points Memo","general","law & politics","news"
"10388","news","New York Post",NA,"news","news"
"10389","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10390","news","Washington Post","newspaper","news","news"
"10391","news","New York Post",NA,"news","entertainment"
"10392","health & lifestyle","NPR","radio","law & politics","law & politics"
"10393","sports","Guardian","newspaper","news","sports"
"10394","news","New York Post",NA,"law & politics","news"
"10395","news","New York Post",NA,"news","news"
"10396","news","New York Post",NA,"law & politics","news"
"10397","news","NPR","radio","law & politics","law & politics"
"10398","law & politics","National Review",NA,"law & politics","law & politics"
"10399","entertainment","Guardian","newspaper","news","entertainment"
"10400","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10401","law & politics","Washington Post","newspaper","law & politics","law & politics"
"10402","news","New York Post",NA,"news","news"
"10403","news","Washington Post","newspaper","law & politics","law & politics"
"10404","news","NPR","radio","news","news"
"10405","news","Washington Post","newspaper","news","news"
"10406","sports","Guardian","newspaper","news","sports"
"10407","news","New York Post",NA,"news","news"
"10408","news","New York Post",NA,"news","news"
"10409","law & politics","Guardian","newspaper","law & politics","law & politics"
"10410","news","New York Post",NA,"news","news"
"10411","news","Washington Post","newspaper","news","news"
"10412","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10413","news","Washington Post","newspaper","news","news"
"10414","news","NPR","radio","law & politics","news"
"10415","news","Guardian","newspaper","news","news"
"10416","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10417","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10418","law & politics","National Review",NA,"law & politics","law & politics"
"10419","news","New York Post",NA,"law & politics","news"
"10420","news","Washington Post","newspaper","law & politics","news"
"10421","news","New York Post",NA,"news","news"
"10422","news","Fox News","broadcast","news","news"
"10423","news","Washington Post","newspaper","news","news"
"10424","news","New York Post",NA,"news","news"
"10425","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10426","health & lifestyle","Washington Post","newspaper","law & politics","law & politics"
"10427","news","New York Post",NA,"news","news"
"10428","law & politics","National Review",NA,"news","law & politics"
"10429","law & politics","National Review",NA,"law & politics","law & politics"
"10430","law & politics","Talking Points Memo","general","news","news"
"10431","news","New York Post",NA,"news","news"
"10432","news","Washington Post","newspaper","law & politics","law & politics"
"10433","news","Washington Post","newspaper","news","news"
"10434","news","New York Post",NA,"news","news"
"10435","entertainment","Guardian","newspaper","news","entertainment"
"10436","news","New York Post",NA,"news","news"
"10437","news","Fox News","broadcast","news","news"
"10438","news","Washington Post","newspaper","health & lifestyle","news"
"10439","news","Washington Post","newspaper","news","news"
"10440","news","Guardian","newspaper","news","law & politics"
"10441","news","New York Post",NA,"news","news"
"10442","news","New York Post",NA,"news","news"
"10443","law & politics","Talking Points Memo","general","health & lifestyle","law & politics"
"10444","news","New York Post",NA,"science & tech","news"
"10445","food","NPR","radio","news","food"
"10446","news","NPR","radio","law & politics","news"
"10447","law & politics","National Review",NA,"law & politics","law & politics"
"10448","law & politics","Talking Points Memo","general","news","law & politics"
"10449","law & politics","National Review",NA,"news","law & politics"
"10450","news","Washington Post","newspaper","news","news"
"10451","law & politics","National Review",NA,"law & politics","law & politics"
"10452","news","New York Post",NA,"news","news"
"10453","law & politics","Washington Post","newspaper","law & politics","law & politics"
"10454","health & lifestyle","NPR","radio","news","health & lifestyle"
"10455","law & politics","National Review",NA,"law & politics","law & politics"
"10456","news","Guardian","newspaper","news","news"
"10457","news","New York Post",NA,"news","news"
"10458","news","New York Post",NA,"law & politics","news"
"10459","news","New York Post",NA,"news","entertainment"
"10460","news","New York Post",NA,"news","news"
"10461","food","NPR","radio","news","food"
"10462","news","New York Post",NA,"news","news"
"10463","law & politics","Fox News","broadcast","law & politics","law & politics"
"10464","sports","Guardian","newspaper","news","sports"
"10465","news","Washington Post","newspaper","news","law & politics"
"10466","news","New York Post",NA,"news","news"
"10467","news","New York Post",NA,"news","news"
"10468","law & politics","National Review",NA,"law & politics","law & politics"
"10469","news","New York Post",NA,"news","news"
"10470","news","NPR","radio","news","news"
"10471","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10472","news","New York Post",NA,"news","law & politics"
"10473","law & politics","National Review",NA,"news","news"
"10474","news","New York Post",NA,"news","news"
"10475","economy, business & jobs","Guardian","newspaper","law & politics","economy, business & jobs"
"10476","law & politics","National Review",NA,"law & politics","law & politics"
"10477","news","New York Post",NA,"news","news"
"10478","news","New York Post",NA,"news","news"
"10479","law & politics","Washington Post","newspaper","law & politics","law & politics"
"10480","health & lifestyle","Washington Post","newspaper","news","health & lifestyle"
"10481","news","Washington Post","newspaper","news","news"
"10482","law & politics","National Review",NA,"law & politics","law & politics"
"10483","law & politics","Washington Post","newspaper","law & politics","law & politics"
"10484","news","NPR","radio","news","news"
"10485","law & politics","National Review",NA,"law & politics","law & politics"
"10486","news","Guardian","newspaper","news","news"
"10487","news","NPR","radio","news","news"
"10488","news","New York Post",NA,"news","news"
"10489","health & lifestyle","NPR","radio","news","health & lifestyle"
"10490","news","Washington Post","newspaper","news","news"
"10491","news","Washington Post","newspaper","news","news"
"10492","news","Washington Post","newspaper","news","news"
"10493","news","Guardian","newspaper","news","news"
"10494","news","New York Post",NA,"news","news"
"10495","news","New York Post",NA,"news","news"
"10496","news","Washington Post","newspaper","news","news"
"10497","news","Guardian","newspaper","news","news"
"10498","news","NPR","radio","news","news"
"10499","news","New York Post",NA,"law & politics","news"
"10500","news","New York Post",NA,"news","news"
"10501","news","New York Post",NA,"news","news"
"10502","news","New York Post",NA,"news","news"
"10503","news","New York Post",NA,"news","news"
"10504","law & politics","Washington Post","newspaper","law & politics","law & politics"
"10505","food","NPR","radio","food","news"
"10506","news","New York Post",NA,"law & politics","news"
"10507","news","Talking Points Memo","general","news","news"
"10508","news","New York Post",NA,"law & politics","news"
"10509","law & politics","Washington Post","newspaper","law & politics","law & politics"
"10510","science & tech","NPR","radio","news","science & tech"
"10511","news","NPR","radio","news","news"
"10512","news","New York Post",NA,"news","news"
"10513","news","NPR","radio","news","news"
"10514","news","New York Post",NA,"news","news"
"10515","news","New York Post",NA,"news","news"
"10516","news","NPR","radio","law & politics","news"
"10517","news","Guardian","newspaper","news","news"
"10518","news","Washington Post","newspaper","news","news"
"10519","news","New York Post",NA,"news","news"
"10520","science & tech","NPR","radio","news","science & tech"
"10521","news","New York Post",NA,"news","news"
"10522","news","New York Post",NA,"news","news"
"10523","law & politics","Washington Post","newspaper","news","law & politics"
"10524","news","Washington Post","newspaper","news","news"
"10525","news","NPR","radio","news","news"
"10526","law & politics","Washington Post","newspaper","news","news"
"10527","science & tech","Guardian","newspaper","news","news"
"10528","law & politics","Washington Post","newspaper","university & school","law & politics"
"10529","news","NPR","radio","news","news"
"10530","law & politics","National Review",NA,"law & politics","law & politics"
"10531","law & politics","Washington Post","newspaper","law & politics","law & politics"
"10532","law & politics","National Review",NA,"news","law & politics"
"10533","law & politics","National Review",NA,"law & politics","law & politics"
"10534","law & politics","Washington Post","newspaper","law & politics","law & politics"
"10535","news","New York Post",NA,"news","news"
"10536","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10537","news","New York Post",NA,"news","news"
"10538","news","NPR","radio","news","news"
"10539","news","New York Post",NA,"news","sports"
"10540","health & lifestyle","Washington Post","newspaper","news","news"
"10541","news","New York Post",NA,"news","news"
"10542","news","Guardian","newspaper","news","news"
"10543","news","NPR","radio","news","news"
"10544","news","New York Post",NA,"news","news"
"10545","law & politics","National Review",NA,"law & politics","news"
"10546","news","Guardian","newspaper","news","news"
"10547","science & tech","NPR","radio","news","news"
"10548","science & tech","NPR","radio","news","science & tech"
"10549","books","Guardian","newspaper","news","news"
"10550","sports","Guardian","newspaper","sports","sports"
"10551","sports","Guardian","newspaper","sports","sports"
"10552","law & politics","National Review",NA,"news","law & politics"
"10553","law & politics","National Review",NA,"law & politics","law & politics"
"10554","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10555","news","New York Post",NA,"news","news"
"10556","law & politics","Washington Post","newspaper","law & politics","law & politics"
"10557","sports","Guardian","newspaper","news","sports"
"10558","law & politics","National Review",NA,"news","law & politics"
"10559","law & politics","National Review",NA,"law & politics","law & politics"
"10560","news","Guardian","newspaper","news","news"
"10561","university & school","NPR","radio","news","news"
"10562","news","NPR","radio","news","news"
"10563","news","New York Post",NA,"food","news"
"10564","news","New York Post",NA,"news","news"
"10565","sports","Guardian","newspaper","sports","sports"
"10566","law & politics","Washington Post","newspaper","law & politics","law & politics"
"10567","news","New York Post",NA,"news","news"
"10568","law & politics","Washington Post","newspaper","news","law & politics"
"10569","law & politics","Fox News","broadcast","law & politics","law & politics"
"10570","news","New York Post",NA,"news","news"
"10571","law & politics","Washington Post","newspaper","law & politics","news"
"10572","law & politics","Fox News","broadcast","law & politics","law & politics"
"10573","health & lifestyle","NPR","radio","health & lifestyle","news"
"10574","news","New York Post",NA,"news","news"
"10575","news","New York Post",NA,"news","news"
"10576","news","NPR","radio","law & politics","law & politics"
"10577","news","NPR","radio","news","news"
"10578","news","NPR","radio","news","news"
"10579","health & lifestyle","Guardian","newspaper","news","law & politics"
"10580","news","Washington Post","newspaper","news","news"
"10581","law & politics","Talking Points Memo","general","news","law & politics"
"10582","food","NPR","radio","news","law & politics"
"10583","news","New York Post",NA,"news","news"
"10584","news","NPR","radio","news","news"
"10585","news","New York Post",NA,"news","law & politics"
"10586","news","Guardian","newspaper","news","news"
"10587","culture","Guardian","newspaper","law & politics","news"
"10588","news","NPR","radio","news","news"
"10589","news","Washington Post","newspaper","law & politics","news"
"10590","news","New York Post",NA,"news","news"
"10591","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10592","news","New York Post",NA,"news","news"
"10593","news","NPR","radio","news","news"
"10594","news","Washington Post","newspaper","news","news"
"10595","law & politics","Guardian","newspaper","law & politics","law & politics"
"10596","law & politics","Washington Post","newspaper","law & politics","law & politics"
"10597","news","New York Post",NA,"news","news"
"10598","news","Guardian","newspaper","news","law & politics"
"10599","news","New York Post",NA,"news","news"
"10600","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10601","news","Fox News","broadcast","news","news"
"10602","law & politics","National Review",NA,"law & politics","law & politics"
"10603","science & tech","Guardian","newspaper","news","news"
"10604","law & politics","National Review",NA,"sports","law & politics"
"10605","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10606","news","Washington Post","newspaper","news","news"
"10607","news","Talking Points Memo","general","news","news"
"10608","law & politics","National Review",NA,"news","news"
"10609","news","NPR","radio","news","news"
"10610","news","New York Post",NA,"news","news"
"10611","news","Washington Post","newspaper","news","law & politics"
"10612","law & politics","Talking Points Memo","general","news","law & politics"
"10613","health & lifestyle","NPR","radio","health & lifestyle","health & lifestyle"
"10614","news","Washington Post","newspaper","news","news"
"10615","law & politics","National Review",NA,"law & politics","law & politics"
"10616","news","NPR","radio","news","news"
"10617","news","New York Post",NA,"news","news"
"10618","news","New York Post",NA,"news","news"
"10619","news","New York Post",NA,"law & politics","law & politics"
"10620","news","New York Post",NA,"news","news"
"10621","news","Washington Post","newspaper","news","law & politics"
"10622","news","Washington Post","newspaper","news","news"
"10623","news","Washington Post","newspaper","news","news"
"10624","news","New York Post",NA,"law & politics","news"
"10625","news","New York Post",NA,"news","law & politics"
"10626","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10627","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10628","law & politics","National Review",NA,"entertainment","law & politics"
"10629","news","Guardian","newspaper","law & politics","news"
"10630","law & politics","National Review",NA,"law & politics","law & politics"
"10631","news","Washington Post","newspaper","news","news"
"10632","news","New York Post",NA,"news","news"
"10633","news","Washington Post","newspaper","news","news"
"10634","news","Washington Post","newspaper","law & politics","news"
"10635","news","New York Post",NA,"news","news"
"10636","law & politics","Washington Post","newspaper","law & politics","law & politics"
"10637","news","New York Post",NA,"news","news"
"10638","food","NPR","radio","news","news"
"10639","news","New York Post",NA,"news","news"
"10640","law & politics","Guardian","newspaper","law & politics","news"
"10641","news","Washington Post","newspaper","news","news"
"10642","news","Guardian","newspaper","news","news"
"10643","sports","Guardian","newspaper","news","news"
"10644","news","New York Post",NA,"news","news"
"10645","law & politics","Washington Post","newspaper","news","news"
"10646","science & tech","NPR","radio","news","news"
"10647","news","New York Post",NA,"news","news"
"10648","news","New York Post",NA,"news","news"
"10649","news","Guardian","newspaper","news","news"
"10650","news","Guardian","newspaper","news","news"
"10651","news","Washington Post","newspaper","news","news"
"10652","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10653","sports","Guardian","newspaper","news","sports"
"10654","news","New York Post",NA,"news","news"
"10655","science & tech","Guardian","newspaper","news","news"
"10656","news","New York Post",NA,"news","news"
"10657","news","New York Post",NA,"news","news"
"10658","law & politics","Guardian","newspaper","law & politics","law & politics"
"10659","health & lifestyle","NPR","radio","news","health & lifestyle"
"10660","news","New York Post",NA,"news","news"
"10661","news","NPR","radio","news","news"
"10662","health & lifestyle","NPR","radio","news","health & lifestyle"
"10663","law & politics","National Review",NA,"news","news"
"10664","law & politics","Washington Post","newspaper","news","law & politics"
"10665","news","NPR","radio","news","news"
"10666","news","NPR","radio","law & politics","news"
"10667","news","New York Post",NA,"news","news"
"10668","law & politics","Washington Post","newspaper","law & politics","law & politics"
"10669","news","Washington Post","newspaper","news","news"
"10670","news","Fox News","broadcast","news","news"
"10671","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10672","food","NPR","radio","news","food"
"10673","news","Washington Post","newspaper","news","news"
"10674","news","New York Post",NA,"news","news"
"10675","law & politics","Talking Points Memo","general","news","law & politics"
"10676","law & politics","National Review",NA,"law & politics","law & politics"
"10677","news","New York Post",NA,"news","news"
"10678","law & politics","Washington Post","newspaper","law & politics","law & politics"
"10679","media","Guardian","newspaper","news","news"
"10680","health & lifestyle","NPR","radio","health & lifestyle","health & lifestyle"
"10681","news","New York Post",NA,"news","news"
"10682","news","New York Post",NA,"news","news"
"10683","news","New York Post",NA,"news","news"
"10684","news","New York Post",NA,"law & politics","law & politics"
"10685","law & politics","National Review",NA,"news","news"
"10686","news","New York Post",NA,"news","news"
"10687","sports","Guardian","newspaper","news","sports"
"10688","news","New York Post",NA,"news","news"
"10689","news","New York Post",NA,"news","news"
"10690","news","Fox News","broadcast","news","news"
"10691","food","NPR","radio","news","food"
"10692","news","Washington Post","newspaper","news","news"
"10693","news","New York Post",NA,"news","news"
"10694","entertainment","Guardian","newspaper","entertainment","entertainment"
"10695","law & politics","Washington Post","newspaper","news","law & politics"
"10696","news","New York Post",NA,"news","news"
"10697","law & politics","Washington Post","newspaper","law & politics","news"
"10698","news","New York Post",NA,"law & politics","law & politics"
"10699","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10700","news","Washington Post","newspaper","law & politics","law & politics"
"10701","news","Guardian","newspaper","news","law & politics"
"10702","news","Washington Post","newspaper","news","news"
"10703","science & tech","NPR","radio","news","news"
"10704","news","Guardian","newspaper","news","news"
"10705","news","New York Post",NA,"law & politics","news"
"10706","health & lifestyle","Guardian","newspaper","news","news"
"10707","news","New York Post",NA,"news","news"
"10708","news","New York Post",NA,"news","news"
"10709","news","New York Post",NA,"news","news"
"10710","health & lifestyle","Washington Post","newspaper","news","health & lifestyle"
"10711","news","New York Post",NA,"news","news"
"10712","news","New York Post",NA,"news","news"
"10713","law & politics","National Review",NA,"news","law & politics"
"10714","news","New York Post",NA,"news","news"
"10715","law & politics","Talking Points Memo","general","law & politics","law & politics"
"10716","news","New York Post",NA,"news","news"
"10717","law & politics","National Review",NA,"law & politics","law & politics"
"10718","news","New York Post",NA,"news","news"
"10719","sports","Guardian","newspaper","sports","sports"
"10720","news","Washington Post","newspaper","law & politics","news"
